Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Themes,Demographic
Aggressive Retsuko (ONA) 3rd Season,878,2142,7.82,52192,80803,238,ONA,10,Finished Airing,,2020,Anthropomorphic,
Aggressive Retsuko (ONA) 3rd Season,878,2142,7.82,52192,80803,238,ONA,10,Finished Airing,,2020,Workplace,
Akachan to Boku,879,4324,7.82,8080,21667,144,TV,35,Finished Airing,Summer,1996,Childcare,Shoujo
Berserk: Ougon Jidai-hen - Memorial Edition,880,3836,7.82,10422,28113,186,TV,13,Finished Airing,Fall,2022,Gore,Seinen
Berserk: Ougon Jidai-hen - Memorial Edition,880,3836,7.82,10422,28113,186,TV,13,Finished Airing,Fall,2022,Military,Seinen
Berserk: Ougon Jidai-hen - Memorial Edition,880,3836,7.82,10422,28113,186,TV,13,Finished Airing,Fall,2022,Mythology,Seinen
Blue Period,881,498,7.82,177678,408038,5359,TV,12,Finished Airing,Fall,2021,School,Seinen
Blue Period,881,498,7.82,177678,408038,5359,TV,12,Finished Airing,Fall,2021,Visual Arts,Seinen
Bungou Stray Dogs,882,91,7.82,635739,1260236,24297,TV,12,Finished Airing,Spring,2016,Adult Cast,Seinen
Bungou Stray Dogs,882,91,7.82,635739,1260236,24297,TV,12,Finished Airing,Spring,2016,Organized Crime,Seinen
Bungou Stray Dogs,882,91,7.82,635739,1260236,24297,TV,12,Finished Airing,Spring,2016,Super Power,Seinen
Eikoku Koi Monogatari Emma: Molders-hen,883,4008,7.82,11947,25653,101,TV,12,Finished Airing,Spring,2007,Historical,Seinen
Fate/Grand Carnival,884,2891,7.82,18051,48459,244,OVA,4,Finished Airing,,2020,,
Hidamari Sketch x 365,885,3673,7.82,15258,30760,182,TV,13,Finished Airing,Summer,2008,CGDCT,
Hidamari Sketch x 365,885,3673,7.82,15258,30760,182,TV,13,Finished Airing,Summer,2008,Iyashikei,
Hidamari Sketch x 365,885,3673,7.82,15258,30760,182,TV,13,Finished Airing,Summer,2008,School,
Hidamari Sketch x 365,885,3673,7.82,15258,30760,182,TV,13,Finished Airing,Summer,2008,Visual Arts,
Igano Kabamaru,886,5792,7.82,3980,10507,126,TV,24,Finished Airing,Fall,1983,School,Shoujo
Baby Steps,887,1441,7.81,72010,142230,831,TV,25,Finished Airing,Spring,2014,School,Shounen
Beastars 2nd Season,888,507,7.81,201967,402854,2139,TV,12,Finished Airing,Winter,2021,Anthropomorphic,Shounen
Beastars 2nd Season,888,507,7.81,201967,402854,2139,TV,12,Finished Airing,Winter,2021,Psychological,Shounen
Beastars 2nd Season,888,507,7.81,201967,402854,2139,TV,12,Finished Airing,Winter,2021,School,Shounen
Break Blade Movie 5: Shisen no Hate,889,2711,7.81,33017,54555,27,Movie,1,Finished Airing,,2011,Adult Cast,Shounen
Break Blade Movie 5: Shisen no Hate,889,2711,7.81,33017,54555,27,Movie,1,Finished Airing,,2011,Mecha,Shounen
Break Blade Movie 5: Shisen no Hate,889,2711,7.81,33017,54555,27,Movie,1,Finished Airing,,2011,Military,Shounen
Detective Conan Movie 08: Time Travel of the Silver Sky,890,4416,7.81,10134,20616,8,Special,1,Finished Airing,,2004,,
Enen no Shouboutai: Ni no Shou,891,259,7.81,358800,689745,2650,TV,24,Finished Airing,Summer,2020,,Shounen
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,892,2473,7.81,23346,64583,379,Movie,1,Finished Airing,,2021,Isekai,
Goku Sayonara Zetsubou Sensei,893,2511,7.81,29972,62783,86,OVA,3,Finished Airing,,2008,Gag Humor,Shounen
Goku Sayonara Zetsubou Sensei,893,2511,7.81,29972,62783,86,OVA,3,Finished Airing,,2008,Parody,Shounen
Goku Sayonara Zetsubou Sensei,893,2511,7.81,29972,62783,86,OVA,3,Finished Airing,,2008,School,Shounen
Jungle wa Itsumo Hare nochi Guu,894,3536,7.81,13922,32934,392,TV,26,Finished Airing,Spring,2001,Gag Humor,Shounen
Jungle wa Itsumo Hare nochi Guu,894,3536,7.81,13922,32934,392,TV,26,Finished Airing,Spring,2001,School,Shounen
Yi Nian Yong Heng,895,5316,7.81,3312,13102,129,ONA,52,Finished Airing,,2020,Historical,
Yi Nian Yong Heng,895,5316,7.81,3312,13102,129,ONA,52,Finished Airing,,2020,Martial Arts,
Kuroko no Basket: Tip Off,896,1881,7.81,54663,99826,83,Special,1,Finished Airing,,2013,School,Shounen
Kuroko no Basket: Tip Off,896,1881,7.81,54663,99826,83,Special,1,Finished Airing,,2013,Team Sports,Shounen
Lupin the IIIrd: Jigen Daisuke no Bohyou,897,3897,7.81,12663,27268,85,Movie,1,Finished Airing,,2014,Adult Cast,Seinen
Maria-sama ga Miteru 3rd,898,4317,7.81,9956,21730,87,OVA,5,Finished Airing,,2006,School,
Marine Shukkou!!,899,8042,7.81,2731,4696,44,Music,1,Finished Airing,,2022,Music,
Owarimonogatari 2nd Season Recaps,900,4096,7.81,8644,24524,41,Special,2,Finished Airing,,2017,Vampire,
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,901,2515,7.81,18647,62705,78,Movie,1,Finished Airing,,2018,Gore,Shounen
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,901,2515,7.81,18647,62705,78,Movie,1,Finished Airing,,2018,Survival,Shounen
Shingeki no Kyojin: Lost Girls,902,759,7.81,144154,284314,531,OVA,3,Finished Airing,,2017,,
Slayers Try,903,2749,7.81,28830,52938,219,TV,26,Finished Airing,Spring,1997,Mythology,
Tamayura: Sotsugyou Shashin Part 3 - Akogare,904,6110,7.81,2947,9270,12,Movie,1,Finished Airing,,2015,CGDCT,
Tamayura: Sotsugyou Shashin Part 3 - Akogare,904,6110,7.81,2947,9270,12,Movie,1,Finished Airing,,2015,Iyashikei,
Tensei Oujo to Tensai Reijou no Mahou Kakumei,905,1776,7.81,19629,108925,699,TV,12,Currently Airing,Winter,2023,Isekai,
Tensei Oujo to Tensai Reijou no Mahou Kakumei,905,1776,7.81,19629,108925,699,TV,12,Currently Airing,Winter,2023,Reincarnation,
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,906,3280,7.8,14204,38225,33,Movie,1,Finished Airing,,2016,Team Sports,Shounen
Last Exile,907,1270,7.8,69312,168182,1797,TV,26,Finished Airing,Spring,2003,,
Let You Down,908,6912,7.8,4513,6797,21,Music,1,Finished Airing,,2022,,
Little Witch Academia,909,712,7.8,170247,302068,1307,Movie,1,Finished Airing,,2013,School,
Lucky☆Star: Original na Visual to Animation,910,1550,7.8,75340,128544,203,OVA,1,Finished Airing,,2008,CGDCT,
Lucky☆Star: Original na Visual to Animation,910,1550,7.8,75340,128544,203,OVA,1,Finished Airing,,2008,School,
Magi: Sinbad no Bouken,911,1555,7.8,59643,127973,234,OVA,5,Finished Airing,,2014,,Shounen
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,912,3089,7.8,21919,42690,35,Special,1,Finished Airing,,2010,Adult Cast,Josei
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,912,3089,7.8,21919,42690,35,Special,1,Finished Airing,,2010,Music,Josei
Psycho-Pass 3: First Inspector,913,2075,7.8,34406,86064,148,ONA,3,Finished Airing,,2020,Adult Cast,
Psycho-Pass 3: First Inspector,913,2075,7.8,34406,86064,148,ONA,3,Finished Airing,,2020,Detective,
Psycho-Pass 3: First Inspector,913,2075,7.8,34406,86064,148,ONA,3,Finished Airing,,2020,Psychological,
Saint☆Oniisan (Movie),914,2006,7.8,41459,90694,448,Movie,1,Finished Airing,,2013,,Seinen
Seikai no Senki II,915,4231,7.8,11417,22815,115,TV,10,Finished Airing,Summer,2001,Military,
Seikai no Senki II,915,4231,7.8,11417,22815,115,TV,10,Finished Airing,Summer,2001,Space,
City Hunter 3,916,4482,7.8,8390,20049,47,TV,13,Finished Airing,Fall,1989,,Shounen
Date A Live IV,917,992,7.8,64827,218766,3235,TV,12,Finished Airing,Spring,2022,Harem,
Detective Conan Movie 07: Crossroad in the Ancient Capital,918,2869,7.8,29114,49056,33,Movie,1,Finished Airing,,2003,Detective,Shounen
Emiya-san Chi no Kyou no Gohan,919,1616,7.8,54353,122444,688,ONA,13,Finished Airing,,2018,Iyashikei,
Hibike! Euphonium Movie 2: Todoketai Melody,920,3872,7.8,7030,27612,29,Movie,1,Finished Airing,,2017,Music,
Hibike! Euphonium Movie 2: Todoketai Melody,920,3872,7.8,7030,27612,29,Movie,1,Finished Airing,,2017,Performing Arts,
Hibike! Euphonium Movie 2: Todoketai Melody,920,3872,7.8,7030,27612,29,Movie,1,Finished Airing,,2017,School,
Hidamari Sketch x ☆☆☆ Specials,921,5111,7.8,7159,14381,9,Special,2,Finished Airing,,2010,CGDCT,
Hidamari Sketch x ☆☆☆ Specials,921,5111,7.8,7159,14381,9,Special,2,Finished Airing,,2010,Iyashikei,
Hidamari Sketch x ☆☆☆ Specials,921,5111,7.8,7159,14381,9,Special,2,Finished Airing,,2010,School,
Hidamari Sketch x ☆☆☆ Specials,921,5111,7.8,7159,14381,9,Special,2,Finished Airing,,2010,Visual Arts,
I'm Your Treasure Box: Anata wa Marine Senchou wo Takarabako kara Mitsuketa.,922,9748,7.8,1486,2542,29,Music,1,Finished Airing,,2022,Music,
InuYasha Movie 3: Tenka Hadou no Ken,923,1924,7.8,51773,97000,204,Movie,1,Finished Airing,,2003,Historical,Shounen
InuYasha Movie 3: Tenka Hadou no Ken,923,1924,7.8,51773,97000,204,Movie,1,Finished Airing,,2003,Mythology,Shounen
InuYasha Movie 3: Tenka Hadou no Ken,923,1924,7.8,51773,97000,204,Movie,1,Finished Airing,,2003,Time Travel,Shounen
Jormungand,924,624,7.8,144850,339977,2898,TV,12,Finished Airing,Spring,2012,Organized Crime,Seinen
Kekkai Sensen & Beyond,925,494,7.8,184589,410718,1588,TV,12,Finished Airing,Fall,2017,Super Power,Shounen
Kekkai Sensen & Beyond,925,494,7.8,184589,410718,1588,TV,12,Finished Airing,Fall,2017,Vampire,Shounen
Wolf's Rain,926,680,7.8,128577,315538,5596,TV,26,Finished Airing,Winter,2003,,
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,927,5185,7.8,5093,13818,24,Movie,1,Finished Airing,,2017,Mahou Shoujo,
Macross F Movie 1: Itsuwari no Utahime,928,3725,7.79,15389,29954,56,Movie,1,Finished Airing,,2009,Mecha,
Macross F Movie 1: Itsuwari no Utahime,928,3725,7.79,15389,29954,56,Movie,1,Finished Airing,,2009,Military,
Macross F Movie 1: Itsuwari no Utahime,928,3725,7.79,15389,29954,56,Movie,1,Finished Airing,,2009,Music,
Macross F Movie 1: Itsuwari no Utahime,928,3725,7.79,15389,29954,56,Movie,1,Finished Airing,,2009,Space,
New Initial D Movie: Legend 2 - Tousou,929,3879,7.79,13387,27527,47,Movie,1,Finished Airing,,2015,Racing,Seinen
Ojamajo Doremi Na-i-sho,930,5929,7.79,4406,9974,85,OVA,13,Finished Airing,,2004,,Shoujo
Saiyuuki Gaiden,931,5298,7.79,4328,13174,70,OVA,3,Finished Airing,,2011,Mythology,
Shadows House,932,982,7.79,87234,220381,1733,TV,13,Finished Airing,Spring,2021,,Seinen
Shin Kidou Senki Gundam Wing: Endless Waltz Special,933,2641,7.79,34870,57385,182,Movie,1,Finished Airing,,1998,Mecha,
Shin Kidou Senki Gundam Wing: Endless Waltz Special,933,2641,7.79,34870,57385,182,Movie,1,Finished Airing,,1998,Military,
Shin Kidou Senki Gundam Wing: Endless Waltz Special,933,2641,7.79,34870,57385,182,Movie,1,Finished Airing,,1998,Space,
Taishou Otome Otogibanashi,934,1621,7.79,50522,121932,988,TV,12,Finished Airing,Fall,2021,Historical,Shounen
The Last: Naruto the Movie,935,345,7.79,375457,562248,2051,Movie,1,Finished Airing,,2014,,Shounen
Tokyo Ghoul,936,9,7.79,1757800,2647771,48514,TV,12,Finished Airing,Summer,2014,Gore,Seinen
Tokyo Ghoul,936,9,7.79,1757800,2647771,48514,TV,12,Finished Airing,Summer,2014,Psychological,Seinen
"Ame wo Matsu,",937,7577,7.79,3302,5401,18,Music,1,Finished Airing,,2020,Music,
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",938,849,7.79,164017,255517,570,Special,1,Finished Airing,,2009,School,
Coquelicot-zaka kara,939,1154,7.79,108476,184640,1075,Movie,1,Finished Airing,,2011,Historical,Shoujo
Coquelicot-zaka kara,939,1154,7.79,108476,184640,1075,Movie,1,Finished Airing,,2011,School,Shoujo
Detective Conan Movie 09: Strategy Above the Depths,940,2929,7.79,27394,47017,22,Movie,1,Finished Airing,,2005,Detective,Shounen
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,941,4047,7.79,7150,25172,427,OVA,7,Finished Airing,,1992,Mecha,Shounen
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,941,4047,7.79,7150,25172,427,OVA,7,Finished Airing,,1992,Super Power,Shounen
Ginga Tetsudou 999,942,3473,7.79,6501,34376,424,TV,113,Finished Airing,Fall,1978,Space,
Gochuumon wa Usagi desu ka?? Dear My Sister,943,3225,7.79,16306,39546,125,Movie,1,Finished Airing,,2017,CGDCT,
Gochuumon wa Usagi desu ka?? Dear My Sister,943,3225,7.79,16306,39546,125,Movie,1,Finished Airing,,2017,Iyashikei,
Gochuumon wa Usagi desu ka?? Dear My Sister,943,3225,7.79,16306,39546,125,Movie,1,Finished Airing,,2017,Workplace,
Innocence,944,1364,7.79,83919,154145,959,Movie,1,Finished Airing,,2004,Adult Cast,
Innocence,944,1364,7.79,83919,154145,959,Movie,1,Finished Airing,,2004,Detective,
Innocence,944,1364,7.79,83919,154145,959,Movie,1,Finished Airing,,2004,Mecha,
Innocence,944,1364,7.79,83919,154145,959,Movie,1,Finished Airing,,2004,Military,
Innocence,944,1364,7.79,83919,154145,959,Movie,1,Finished Airing,,2004,Psychological,
Jungle wa Itsumo Hare nochi Guu Deluxe,945,5460,7.79,6618,12114,22,OVA,6,Finished Airing,,2002,Gag Humor,Shounen
Break Blade Movie 3: Kyoujin no Ato,946,2624,7.78,35322,57937,27,Movie,1,Finished Airing,,2010,Adult Cast,Shounen
Break Blade Movie 3: Kyoujin no Ato,946,2624,7.78,35322,57937,27,Movie,1,Finished Airing,,2010,Mecha,Shounen
Break Blade Movie 3: Kyoujin no Ato,946,2624,7.78,35322,57937,27,Movie,1,Finished Airing,,2010,Military,Shounen
Chuan Shu Zijiu Zhinan,947,4830,7.78,8134,16756,454,ONA,10,Finished Airing,,2020,Historical,
Chuan Shu Zijiu Zhinan,947,4830,7.78,8134,16756,454,ONA,10,Finished Airing,,2020,Isekai,
Chuan Shu Zijiu Zhinan,947,4830,7.78,8134,16756,454,ONA,10,Finished Airing,,2020,Mythology,
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,948,2932,7.78,17562,46940,81,OVA,1,Finished Airing,,2009,Mecha,
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,948,2932,7.78,17562,46940,81,OVA,1,Finished Airing,,2009,Military,
Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,948,2932,7.78,17562,46940,81,OVA,1,Finished Airing,,2009,Super Power,
Detective Conan Movie 12: Full Score of Fear,949,3014,7.78,25865,44717,20,Movie,1,Finished Airing,,2008,Detective,Shounen
Digimon Adventure: Bokura no War Game!,950,2265,7.78,46391,74605,304,Movie,1,Finished Airing,,2000,,Kids
Doraemon (1979),951,2630,7.78,34847,57796,550,TV,1787,Finished Airing,Spring,1979,Anthropomorphic,
Go! Princess Precure,952,4856,7.78,6094,16455,295,TV,50,Finished Airing,Winter,2015,Mahou Shoujo,
Go! Princess Precure,952,4856,7.78,6094,16455,295,TV,50,Finished Airing,Winter,2015,School,
Gochuumon wa Usagi desu ka??,953,1594,7.78,56700,124765,849,TV,12,Finished Airing,Fall,2015,CGDCT,
Gochuumon wa Usagi desu ka??,953,1594,7.78,56700,124765,849,TV,12,Finished Airing,Fall,2015,Iyashikei,
Gochuumon wa Usagi desu ka??,953,1594,7.78,56700,124765,849,TV,12,Finished Airing,Fall,2015,Workplace,
Hoozuki no Reitetsu,954,1576,7.78,43342,125900,1216,TV,13,Finished Airing,Winter,2014,Mythology,Seinen
Jin-Rou,955,1302,7.78,71771,163089,1730,Movie,1,Finished Airing,,2000,Adult Cast,
Jin-Rou,955,1302,7.78,71771,163089,1730,Movie,1,Finished Airing,,2000,Detective,
Jin-Rou,955,1302,7.78,71771,163089,1730,Movie,1,Finished Airing,,2000,Military,
Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),956,942,7.78,141882,230324,446,Movie,1,Finished Airing,,2007,,
Kumichou Musume to Sewagakari,957,1196,7.78,68775,178590,890,TV,12,Finished Airing,Summer,2022,Childcare,
Kumichou Musume to Sewagakari,957,1196,7.78,68775,178590,890,TV,12,Finished Airing,Summer,2022,Organized Crime,
Lupin III: Part II,958,3546,7.78,11181,32763,325,TV,155,Finished Airing,Fall,1977,Adult Cast,Seinen
Magic Kaito,959,2377,7.78,30724,68594,330,Special,12,Finished Airing,,2010,,Shounen
Mind Game,960,2161,7.78,29729,80182,1013,Movie,1,Finished Airing,,2004,Adult Cast,
Mind Game,960,2161,7.78,29729,80182,1013,Movie,1,Finished Airing,,2004,Psychological,
New Initial D Movie: Legend 1 - Kakusei,961,3471,7.78,17099,34422,74,Movie,1,Finished Airing,,2014,Racing,Seinen
Saraiya Goyou,962,2048,7.78,26610,88353,838,TV,12,Finished Airing,Spring,2010,Adult Cast,Seinen
Saraiya Goyou,962,2048,7.78,26610,88353,838,TV,12,Finished Airing,Spring,2010,Historical,Seinen
Saraiya Goyou,962,2048,7.78,26610,88353,838,TV,12,Finished Airing,Spring,2010,Samurai,Seinen
Seitokai Yakuindomo Movie 2,963,3787,7.78,7571,28979,50,Movie,1,Finished Airing,,2021,Gag Humor,Shounen
Seitokai Yakuindomo Movie 2,963,3787,7.78,7571,28979,50,Movie,1,Finished Airing,,2021,School,Shounen
Sekaiichi Hatsukoi: Valentine-hen,964,3220,7.78,17990,39602,59,Movie,1,Finished Airing,,2014,Adult Cast,
Sekaiichi Hatsukoi: Valentine-hen,964,3220,7.78,17990,39602,59,Movie,1,Finished Airing,,2014,Workplace,
Tonikaku Kawaii: Seifuku,965,2449,7.78,20428,65322,283,Special,1,Finished Airing,,2022,,Shounen
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,966,4799,7.77,6336,17027,172,TV,373,Finished Airing,Summer,1996,Adult Cast,Shounen
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,966,4799,7.77,6336,17027,172,TV,373,Finished Airing,Summer,1996,Detective,Shounen
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,966,4799,7.77,6336,17027,172,TV,373,Finished Airing,Summer,1996,Gag Humor,Shounen
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,967,1884,7.77,31038,99519,840,OVA,8,Finished Airing,,2016,,
Love Live! School Idol Project 2nd Season,968,873,7.77,144207,248247,2747,TV,13,Finished Airing,Spring,2014,Idols (Female),
Love Live! School Idol Project 2nd Season,968,873,7.77,144207,248247,2747,TV,13,Finished Airing,Spring,2014,Music,
Love Live! School Idol Project 2nd Season,968,873,7.77,144207,248247,2747,TV,13,Finished Airing,Spring,2014,School,
Lupin III vs. Detective Conan,969,3499,7.77,17913,33673,40,Special,1,Finished Airing,,2009,,Shounen
Lupin the Third: Mine Fujiko to Iu Onna,970,2574,7.77,22619,60056,463,TV,13,Finished Airing,Spring,2012,Adult Cast,Seinen
Lupin the Third: Mine Fujiko to Iu Onna,970,2574,7.77,22619,60056,463,TV,13,Finished Airing,Spring,2012,Samurai,Seinen
Saenai Heroine no Sodatekata ♭,971,610,7.77,175989,344869,1648,TV,11,Finished Airing,Spring,2017,Harem,
Saenai Heroine no Sodatekata ♭,971,610,7.77,175989,344869,1648,TV,11,Finished Airing,Spring,2017,Otaku Culture,
Saenai Heroine no Sodatekata ♭,971,610,7.77,175989,344869,1648,TV,11,Finished Airing,Spring,2017,School,
Snow Halation,972,4326,7.77,12622,21662,98,Music,1,Finished Airing,,2010,Idols (Female),
Snow Halation,972,4326,7.77,12622,21662,98,Music,1,Finished Airing,,2010,Music,
The Disappearance of Conan Edogawa: The Worst Two Days in History,973,5428,7.77,6239,12323,7,Special,1,Finished Airing,,2014,Detective,Shounen
Yuru Yuri Nachuyachumi!+,974,2753,7.77,27823,52850,84,Special,2,Finished Airing,,2015,CGDCT,
Yuru Yuri Nachuyachumi!+,974,2753,7.77,27823,52850,84,Special,2,Finished Airing,,2015,Gag Humor,
Ai no Utagoe wo Kikasete,975,2185,7.77,15393,78638,580,Movie,1,Finished Airing,,2021,Music,
Ai no Utagoe wo Kikasete,975,2185,7.77,15393,78638,580,Movie,1,Finished Airing,,2021,School,
Aria the Crepuscolo,976,5706,7.77,3080,10883,35,Movie,1,Finished Airing,,2021,Iyashikei,Shounen
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,977,3190,7.77,18705,40441,75,OVA,1,Finished Airing,,2017,Mahou Shoujo,Shoujo
Digimon Adventure,978,532,7.77,247200,384234,5091,TV,54,Finished Airing,Spring,1999,Isekai,Kids
Ghost (Music),979,10275,7.77,1337,2135,13,Music,1,Finished Airing,,2021,Music,
Grisaia no Rakuen,980,525,7.77,212750,391176,2043,TV,10,Finished Airing,Spring,2015,Harem,
Grisaia no Rakuen,980,525,7.77,212750,391176,2043,TV,10,Finished Airing,Spring,2015,Psychological,
Hadashi no Gen,981,2877,7.77,18589,48861,144,Movie,1,Finished Airing,,1983,Historical,
"Haikyuu!! vs. ""Akaten""",982,2061,7.77,43688,87133,79,OVA,1,Finished Airing,,2016,School,Shounen
"Haikyuu!! vs. ""Akaten""",982,2061,7.77,43688,87133,79,OVA,1,Finished Airing,,2016,Team Sports,Shounen
Heike Monogatari,983,2319,7.77,22319,71435,548,TV,11,Finished Airing,Winter,2022,Historical,
Heike Monogatari,983,2319,7.77,22319,71435,548,TV,11,Finished Airing,Winter,2022,Samurai,
Hidamari Sketch x SP,984,5129,7.77,6736,14225,12,Special,2,Finished Airing,,2011,CGDCT,
Hidamari Sketch x SP,984,5129,7.77,6736,14225,12,Special,2,Finished Airing,,2011,Iyashikei,
Hidamari Sketch x SP,984,5129,7.77,6736,14225,12,Special,2,Finished Airing,,2011,School,
Hidamari Sketch x SP,984,5129,7.77,6736,14225,12,Special,2,Finished Airing,,2011,Visual Arts,
High Score Girl,985,899,7.77,126407,241285,2652,TV,12,Finished Airing,Summer,2018,Love Polygon,Seinen
High Score Girl,985,899,7.77,126407,241285,2652,TV,12,Finished Airing,Summer,2018,Romantic Subtext,Seinen
High Score Girl,985,899,7.77,126407,241285,2652,TV,12,Finished Airing,Summer,2018,School,Seinen
High Score Girl,985,899,7.77,126407,241285,2652,TV,12,Finished Airing,Summer,2018,Video Game,Seinen
Akagami no Shirayuki-hime,986,295,7.76,310741,631079,7110,TV,12,Finished Airing,Summer,2015,,Shoujo
Akage no Anne,987,3706,7.76,9060,30189,732,TV,50,Finished Airing,Winter,1979,Historical,
BanG Dream! Garupa☆Pico,988,4418,7.76,10899,20610,135,ONA,26,Finished Airing,,2018,Music,
Colorful (Movie),989,1141,7.76,81974,187160,1207,Movie,1,Finished Airing,,2010,,
Crayon Shin-chan,990,2209,7.76,38071,77654,1148,TV,0,Currently Airing,Spring,1992,School,Seinen
Detective Conan OVA 10: Kid in Trap Island,991,4722,7.76,8570,17728,21,OVA,1,Finished Airing,,2010,Detective,Shounen
Devilman: Crybaby,992,129,7.76,641546,1054670,22580,ONA,10,Finished Airing,,2018,Gore,Shounen
Devilman: Crybaby,992,129,7.76,641546,1054670,22580,ONA,10,Finished Airing,,2018,Mythology,Shounen
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,993,1839,7.76,66719,103225,159,Special,1,Finished Airing,,1993,,Shounen
Fight Song,994,10934,7.76,1045,1678,17,Music,1,Finished Airing,,2022,Music,
Ghost Hunt,995,970,7.76,97951,222587,2971,TV,25,Finished Airing,Fall,2006,,
